info: ::ffff:127.0.0.1 - - [10/Aug/2022:02:49:32 +0000] "GET /api/v1/books/6214803b05253301a4fda584 HTTP/1.1" 200 1339 "-" "PostmanRuntime/7.29.2"
info: ::1 - - [10/Aug/2022:06:58:18 +0000] "GET /api/v1/cart/6215178d05253301a4fda5c4 HTTP/1.1" 400 91 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:01:49 +0000] "GET /api/v1/cart/6215178d05253301a4fda5c4 HTTP/1.1" 400 91 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:02:51 +0000] "GET /api/v1/cart/6215178d05253301a4fda5c4 HTTP/1.1" 400 91 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:09:28 +0000] "GET /api/v1/cart/6215178d05253301a4fda5c4 HTTP/1.1" 400 91 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:10:01 +0000] "GET /api/v1/cart/6215178d05253301a4fda5c4 HTTP/1.1" 400 88 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:29:15 +0000] "POST /api/v1/cart/6215178d05253301a4fda5c4 HTTP/1.1" 400 91 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:30:14 +0000] "POST /api/v1/cart/6215178d05253301a4fda5c4 HTTP/1.1" 400 91 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:38:48 +0000] "GET /api/v1/cart/6215178d05253301a4fda5c4 HTTP/1.1" 400 91 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:39:44 +0000] "GET /api/v1/cart/6215178d05253301a4fda5c4 HTTP/1.1" 400 91 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:42:08 +0000] "GET /api/v1/cart/6215178d05253301a4fda5c4 HTTP/1.1" 400 91 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:42:29 +0000] "GET /api/v1/cart/6215178d05253301a4fda5c4 HTTP/1.1" 404 47 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:43:21 +0000] "GET /api/v1/cart/6215178d05253301a4fda5c4 HTTP/1.1" 400 91 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:44:31 +0000] "GET /api/v1/cart/6215178d05253301a4fda5c4 HTTP/1.1" 400 91 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:44:34 +0000] "GET /api/v1/cart/6215178d05253301a4fda5c4 HTTP/1.1" 400 91 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:48:03 +0000] "GET /api/v1/cart/6215178d05253301a4fda5c4 HTTP/1.1" 400 91 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:48:05 +0000] "GET /api/v1/cart/6215178d05253301a4fda5c4 HTTP/1.1" 400 91 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:49:22 +0000] "GET /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 400 91 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:49:51 +0000] "GET /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 400 91 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:50:25 +0000] "GET /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 400 91 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:52:16 +0000] "GET /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 400 91 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:54:43 +0000] "GET /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 404 47 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:55:19 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 400 91 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:07:59:40 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 200 50 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:08:00:56 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 200 50 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:08:01:38 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 200 391 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:12:05:56 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 200 50 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:12:24:14 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 200 48 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:12:24:46 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 200 48 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:12:31:25 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 200 48 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:13:52:41 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 400 61 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:13:53:18 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 200 58 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:13:55:27 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 200 58 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:14:11:10 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 400 112 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:14:13:15 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 400 61 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:14:14:32 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 400 61 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:14:14:52 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 200 377 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:14:16:05 +0000] "GET /api/v1/carts HTTP/1.1" 404 47 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:14:16:23 +0000] "GET /api/v1/books HTTP/1.1" 200 9282 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:14:16:42 +0000] "POST /api/v1/carts/6214803b05253301a4fda584 HTTP/1.1" 200 1556 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:14:16:52 +0000] "POST /api/v1/carts/6214803b05253301a4fda584 HTTP/1.1" 200 2735 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:14:17:36 +0000] "POST /api/v1/carts/6214803b05253301a4fda584 HTTP/1.1" 200 3914 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:14:20:12 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 200 4610 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:14:22:18 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 200 5307 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:14:23:28 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 400 112 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:14:34:57 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 400 58 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:14:35:21 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 400 112 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:14:36:47 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 200 377 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:14:37:09 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 400 112 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:17:01:45 +0000] "POST /api/v1/carts/6215178d05253301a4fda5c4 HTTP/1.1" 200 412 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:17:04:18 +0000] "POST /api/v1/carts/6214803b05253301a4fda584 HTTP/1.1" 400 112 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:17:04:37 +0000] "POST /api/v1/carts/6214803b05253301a4fda584 HTTP/1.1" 400 112 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:17:06:58 +0000] "POST /api/v1/carts/6214803b05253301a4fda584 HTTP/1.1" 400 112 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:17:09:16 +0000] "POST /api/v1/carts/6214803b05253301a4fda584 HTTP/1.1" 400 112 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:17:12:48 +0000] "POST /api/v1/carts/6214803b05253301a4fda584 HTTP/1.1" 200 1359 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [10/Aug/2022:17:14:04 +0000] "POST /api/v1/carts/6214803b05253301a4fda584 HTTP/1.1" 400 112 "-" "PostmanRuntime/7.29.2"

